종목코드,종목명,시장,현재가,등락률,거래량,거래대금,시가총액,상장주식수
060310,3S,KOSDAQ,1709,12.07,10619070,18649964304,90677899360,53059040
095570,AJ네트웍스,KOSPI,4930,-3.14,577566,2853132279,223096101870,45252759
006840,AK홀딩스,KOSPI,8340,-0.6,16365,135407380,110484658740,13247561
054620,APS,KOSDAQ,6760,-1.89,165917,1125167965,124344933960,18394221
079810,APS이노베이션,KOSDAQ,6120,-6.28,758525,4730739605,131751935280,21528094
265520,AP시스템,KOSDAQ,26200,0.58,241411,6415011650,394331510200,15050821
211270,AP위성,KOSDAQ,17550,0.34,343206,6019485625,264694435200,15082304
139050,BF랩스,KOSDAQ,481,11.34,1567650,750979487,4158029031,8644551
027410,BGF,KOSPI,5170,-2.27,300968,1579206930,494855809470,95716791
282330,BGF리테일,KOSPI,129100,-2.49,62901,8204881150,2231352264600,17283906
126600,BGF에코머티리얼즈,KOSDAQ,4195,-1.29,384897,1590987977,263307141305,62766899
138930,BNK금융지주,KOSPI,18130,-0.38,1381309,25253879340,5626229108290,310327033
001460,BYC,KOSPI,49800,-1.97,3569,178317000,311058270000,6246150
001465,BYC우,KOSPI,34000,0.29,3810,126679000,73230900000,2153850
083790,CG인바이츠,KOSDAQ,1155,-4.55,456028,532883617,88812780210,76894182
001040,CJ,KOSPI,215500,-4.01,147431,32459779000,6287643069000,29176998
079160,CJ CGV,KOSPI,4780,-3.73,725406,3490307005,791483723820,165582369
035760,CJ ENM,KOSDAQ,53000,-2.21,63832,3402633300,1162245162000,21929154
311690,CJ 바이오사이언스,KOSDAQ,7790,-0.64,32732,251227190,101779948980,13065462
00104K,CJ4우(전환),KOSPI,186700,-3.26,7932,1488236100,789089790400,4226512
000120,CJ대한통운,KOSPI,99700,-1.58,90684,9073787900,2274390696800,22812344
011150,CJ씨푸드,KOSPI,2645,-2.04,231396,615489411,95036894585,35930773
011155,CJ씨푸드1우,KOSPI,13170,-0.6,297,3882970,2634000000,200000
001045,CJ우,KOSPI,88600,-2.42,10016,893604000,200255757800,2260223
097950,CJ제일제당,KOSPI,230000,-4.56,76390,17797993000,3462462780000,15054186
097955,CJ제일제당 우,KOSPI,136700,-0.8,6976,951104750,181460091100,1327433
051500,CJ프레시웨이,KOSDAQ,26750,-4.63,59109,1605464375,317564925500,11871586
058820,CMG제약,KOSDAQ,1677,-2.27,1503793,2533764267,247931340891,147842183
056730,CNT85,KOSDAQ,514,0.0,0,0,38093149604,74111186
000480,CR홀딩스,KOSPI,5020,-0.4,24485,122797580,235390259800,46890490
065770,CS,KOSDAQ,1584,0.0,0,0,30747229920,19411130
083660,CSA 코스믹,KOSDAQ,368,-6.36,1990981,734898027,23121240912,62829459
000590,CS홀딩스,KOSPI,80200,0.0,1073,85701800,92589456400,1154482
012030,DB,KOSPI,1957,-0.66,1249847,2456399406,393697386881,201173933
477760,DB금융스팩12호,KOSDAQ,2230,0.0,0,0,13023200000,5840000
005830,DB손해보험,KOSPI,162000,-2.88,336858,54812251950,10611056538000,65500349
016610,DB증권,KOSPI,15610,7.58,378609,5879998560,662588132290,42446389
000990,DB하이텍,KOSPI,162000,0.19,1256629,200271576600,7047743256000,43504588
099520,DGI,KOSDAQ,1284,0.0,0,0,58141862016,45281824
000300,DH오토넥스,KOSPI,4200,0.0,0,0,174035631000,41437055
290120,DH오토리드,KOSDAQ,2995,-3.85,176726,526196745,47393625755,15824249
025440,DH오토웨어,KOSDAQ,900,-2.07,343477,316446913,43903101600,48781224
001530,DI동일,KOSPI,28850,-5.41,133674,3880649000,597645665850,20715621
015590,DKME,KOSPI,515,0.0,0,0,122045495160,236981544
000210,DL,KOSPI,65500,-2.82,142147,9366161450,1372610402000,20955884
000215,DL우,KOSPI,28750,-1.71,9421,271485350,48475806250,1686115
375500,DL이앤씨,KOSPI,93100,1.97,1214490,112438870900,3602376301300,38693623
37550L,DL이앤씨2우(전환),KOSPI,55600,2.21,11211,617496200,117424475600,2111951
37550K,DL이앤씨우,KOSPI,30150,2.38,27260,810686400,63733632750,2113885
068790,DMS,KOSDAQ,8360,0.36,161645,1352601415,188687072640,22570224
007340,DN오토모티브,KOSPI,49500,-3.13,226976,11252060425,2896287817500,58510865
004840,DRB동일,KOSPI,5110,-3.22,63708,328468445,98481780040,19272364
241520,DSC인베스트먼트,KOSDAQ,16400,-4.98,1615254,27989952960,436240000000,26600000
155660,DSR,KOSPI,4480,-2.61,95676,440483142,71680000000,16000000
069730,DSR제강,KOSPI,5600,-2.27,147663,844119485,80640000000,14400000
017860,DS단석,KOSPI,24850,3.97,795625,19924123600,441314604150,17759139
180400,DXVX,KOSDAQ,4195,-3.67,259032,1087394821,412911467240,98429432
092780,DYP,KOSPI,5050,-3.26,71716,363626130,66500723000,13168460
017940,E1,KOSPI,104800,0.38,27286,2781643350,718928000000,6860000
418620,E8,KOSDAQ,1445,-2.36,169819,243753592,28683939265,19850477
245620,EDGC,KOSDAQ,415,0.0,0,0,57474989665,138493951
037370,EG,KOSDAQ,5300,-2.75,52806,281345555,45712351600,8624972
365550,ESR켄달스퀘어리츠,KOSPI,4200,-4.22,731209,3077158149,1033573800000,246089000
050120,ES큐브,KOSDAQ,2845,-3.23,10816,30820560,38589824670,13564086
383220,F&F,KOSPI,78500,2.48,183521,14299778650,3007105387500,38307075
007700,F&F홀딩스,KOSPI,19940,-1.53,17760,354126940,779940477980,39114367
214270,FSN,KOSDAQ,1962,-2.87,394535,782393479,88789495770,45254585
032620,GC메디아이,KOSDAQ,3910,-2.86,254989,1008101664,204090813490,52197139
130500,GH신소재,KOSDAQ,2500,-0.79,55765,139721340,36362630000,14545052
114090,GKL,KOSPI,11970,-3.31,602718,7304221095,740412369900,61855670
900290,GRT,KOSDAQ,3825,-6.71,652837,2513148751,309251250000,80850000
078930,GS,KOSPI,76900,-4.94,450215,34827774200,7145192568200,92915378
083450,GST,KOSDAQ,56900,13.57,1297469,73298400800,1048667000000,18430000
006360,GS건설,KOSPI,35450,-1.39,1867701,66722220275,3033863820500,85581490
001250,GS글로벌,KOSPI,4605,-1.29,2863064,13352774602,380067983220,82533764
007070,GS리테일,KOSPI,22450,-2.6,178956,4063254650,1876986466750,83607415
078935,GS우,KOSPI,57500,0.7,7168,408560800,102627495000,1784826
499790,GS피앤엘,KOSPI,54500,-1.27,329082,17990971150,1080780834500,19830841
297890,HB솔루션,KOSDAQ,2715,15.04,13956634,38801487094,198577581510,73140914
440290,HB인베스트먼트,KOSDAQ,2140,-2.06,87516,188601625,58863760200,27506430
078150,HB테크놀러지,KOSDAQ,4020,29.89,20680101,78733461621,372717982320,92715916
225530,HC보광산업,KOSDAQ,3295,-5.86,162198,540765555,119736105465,36338727
060560,HC홈센타,KOSDAQ,3360,-4.14,60732,201780168,85303683360,25388001
012630,HDC,KOSPI,27650,-1.6,213937,5852674325,1651858585650,59741721
039570,HDC랩스,KOSPI,8130,-2.52,48772,400463195,211035296130,25957601
089470,HDC현대EP,KOSPI,5550,-3.98,149678,837843430,177045000000,31900000
267270,HD건설기계,KOSPI,187700,-1.78,407366,75504627300,9004741948600,47974118
009540,HD한국조선해양,KOSPI,452500,-3.62,232754,106134883500,32024834990000,70773116
267250,HD현대,KOSPI,285500,-5.62,296402,85725832250,22552525767500,78993085
443060,HD현대마린솔루션,KOSPI,260500,-3.34,352628,90977564000,11679116330000,44833460
071970,HD현대마린엔진,KOSPI,100100,-6.54,462480,46404692400,3395541649500,33921495
322000,HD현대에너지솔루션,KOSPI,213500,-3.39,582632,121915746650,2391200000000,11200000
267260,HD현대일렉트릭,KOSPI,1389000,6.93,268160,369846788000,50069470515000,36047135
329180,HD현대중공업,KOSPI,648000,-4.71,649003,423206373341,68014873800000,104961225
376270,HEM파마,KOSDAQ,60000,-2.44,24811,1495335300,431171220000,7186187
097230,HJ중공업,KOSPI,27850,-3.3,1600896,45112846150,2514725330400,90295344
195940,HK이노엔,KOSDAQ,52100,0.19,157335,8202166000,1475987321100,28329891
014790,HL D&I,KOSPI,3390,-1.74,186774,632466415,128340657390,37858601
028300,HLB,KOSDAQ,61700,1.31,597668,36989878650,8216080653700,133161761
003580,HLB글로벌,KOSPI,2145,-2.94,210370,456644104,108673218225,50663505
278650,HLB바이오스텝,KOSDAQ,1272,0.0,0,0,110870043648,87161984
067630,HLB생명과학,KOSDAQ,4180,-1.42,430993,1803469964,509613302440,121917058
024850,HLB이노베이션,KOSDAQ,24800,-5.7,683516,16679492050,786747363200,31723684
187420,HLB제넥스,KOSDAQ,2710,-3.9,383354,1036242814,82430744790,30417249
047920,HLB제약,KOSDAQ,17170,-0.58,100689,1728906190,563164942520,32799356
115450,HLB테라퓨틱스,KOSDAQ,3585,-1.65,661397,2355868488,317559690765,88580109
046210,HLB파나진,KOSDAQ,2050,-3.53,240652,498513455,93332318000,45527960
196300,HLB펩,KOSDAQ,6980,-2.92,19382,136363740,65242967400,9347130
204320,HL만도,KOSPI,57000,-1.72,326626,18656131950,2676555840000,46957120
060980,HL홀딩스,KOSPI,42000,-2.89,33789,1434763175,381311574000,9078847
011200,HMM,KOSPI,20550,-2.84,1687422,34914220325,19383540283500,943237970
403870,HPSP,KOSDAQ,56600,4.04,3949165,221545773100,4658180000000,82300000
036640,HRS,KOSDAQ,5210,-2.8,137718,723302720,85208508000,16354800
035000,HS애드,KOSPI,8700,-3.23,29980,262910800,141006502800,16207644
002460,HS화성,KOSPI,13750,-1.79,46987,648043835,139562500000,10150000
487570,HS효성,KOSPI,68300,2.55,77979,5376329050,254480814100,3725927
298050,HS효성첨단소재,KOSPI,258500,-3.18,36663,9407900250,1158066558000,4479948
467930,IBKS제23호스팩,KOSDAQ,2155,-0.23,19191,41096640,9115650000,4230000
469480,IBKS제24호스팩,KOSDAQ,2140,0.0,5495,11756335,9052200000,4230000
0099X0,IBKS제25호스팩,KOSDAQ,2145,0.0,321,681975,12827100000,5980000
015360,INVENI,KOSPI,16180,-0.19,42585,687656230,440905000000,27250000
294870,IPARK현대산업개발,KOSPI,22050,-2.43,195958,4358920400,1453256626500,65907330
095340,ISC,KOSDAQ,256000,3.43,339322,84458100000,5426446848000,21197058
175330,JB금융지주,KOSPI,26550,-2.93,530771,14309096650,4998132655200,188253584
950170,JTC,KOSDAQ,4910,-1.21,167649,824748819,254074568680,51746348
234080,JW생명과학,KOSPI,12560,-2.03,66411,842149235,198881998240,15834554
067290,JW신약,KOSDAQ,1901,-3.65,601072,1150371209,106526532803,56037103
001060,JW중외제약,KOSPI,30100,-1.95,76658,2304590000,700906493000,23285930
001067,JW중외제약2우B,KOSPI,54700,-0.91,104,5734200,11485523100,209973
001065,JW중외제약우,KOSPI,25700,-1.15,310,7931700,8788140700,341951
096760,JW홀딩스,KOSPI,4085,-3.66,211826,881751261,301983388070,73924942
035900,JYP Ent.,KOSDAQ,60700,-2.88,228263,13900660950,2156822264400,35532492
318000,KBG,KOSDAQ,4490,-1.64,48581,218855524,39243601270,8740223
008970,KBI동양철관,KOSPI,1850,-0.54,2508247,4666620479,191968777950,103766907
024840,KBI메탈,KOSDAQ,8610,29.86,16035347,133587067485,300568203390,34909199
105560,KB금융,KOSPI,158900,0.7,1597573,256516170800,59245937299500,372850455
415640,KB발해인프라,KOSPI,9900,-0.9,156759,1553270795,1213200925200,122545548
432320,KB스타리츠,KOSPI,2040,0.99,1591469,3237507271,206885141400,101414285
024120,KB오토시스,KOSDAQ,3800,-3.18,93268,356609870,43700000000,11500000
464680,KB제27호스팩,KOSDAQ,2090,0.0,92942,194424448,26971450000,12905000
478390,KB제29호스팩,KOSDAQ,2070,0.24,683,1413500,12875400000,6220000
486630,KB제30호스팩,KOSDAQ,2050,-0.24,1228,2517470,10885500000,5310000
492220,KB제31호스팩,KOSDAQ,2030,-0.25,6467,13129725,12606300000,6210000
0037T0,KB제32호스팩,KOSDAQ,2005,0.0,20514,41054272,12691650000,6330000
0072Z0,KB제33호스팩,KOSDAQ,1997,-0.15,26355,52642546,15746345000,7885000
002380,KCC,KOSPI,623000,8.54,121794,75565511500,5536271433000,8886471
021320,KCC건설,KOSDAQ,7070,-1.26,99312,714155765,151298000000,21400000
344820,KCC글라스,KOSPI,28350,-2.07,37420,1065018400,452764015200,15970512
009070,KCTC,KOSPI,5850,-2.66,287864,1684604470,175500000000,30000000
009440,KC그린홀딩스,KOSPI,756,0.0,0,0,17568790596,23239141
119650,KC코트렐,KOSPI,918,0.0,0,0,100782913662,109785309
044180,KD,KOSDAQ,205,0.0,0,0,5477148795,26717799
092220,KEC,KOSPI,1838,0.0,0,0,369002653158,200763141
003620,KG모빌리티,KOSPI,4330,-2.48,1545610,6770166139,876283368960,202374912
016380,KG스틸,KOSPI,7100,1.57,1430127,10194303530,710063168700,100008897
151860,KG에코솔루션,KOSDAQ,7050,-3.03,273882,1956657740,335601164100,47603002
035600,KG이니시스,KOSDAQ,11330,-1.31,122781,1396163710,312191737220,27554434
001390,KG케미칼,KOSPI,6320,-3.51,1079752,6896703850,424912749600,67233030
046440,KG파이낸셜,KOSDAQ,5080,-2.87,197644,1022655770,193094874160,38010802
060720,KH바텍,KOSDAQ,13950,-0.92,310351,4328200385,330300315900,23677442
001940,KISCO홀딩스,KOSPI,25550,-3.95,7191,187220250,362206509000,14176380
058400,KNN,KOSDAQ,715,-0.56,204721,146480366,94687249800,132429720
025000,KPX케미칼,KOSPI,54000,-0.18,14030,761999250,236450286000,4378709
092230,KPX홀딩스,KOSPI,90100,-1.31,2841,257073900,380640604600,4224646
000040,KR모터스,KOSPI,426,-2.29,272426,116135909,36795828384,86375184
044450,KSS해운,KOSPI,12270,-3.84,185491,2292601415,283263747600,23085880
101000,KS인더스트리,KOSDAQ,798,-2.92,340549,272290052,31634274504,39641948
030200,KT,KOSPI,58500,-3.47,555994,33000177250,14743268572500,252021685
033780,KT&G,KOSPI,175400,-2.34,417035,73753406398,20114283533000,114676645
058850,KTcs,KOSPI,2625,-2.23,360811,953236288,108686681250,41404450
058860,KTis,KOSPI,2830,-1.39,213004,603973300,98489660000,34802000
089600,KT나스미디어,KOSDAQ,11740,-2.41,36321,430225880,135810233620,11568163
418470,KT밀리의서재,KOSDAQ,12710,-3.86,159630,2037395670,108871178190,8565789
043610,KT지니뮤직,KOSDAQ,1723,-1.77,89999,155203382,100132899674,58115438
122450,KX,KOSDAQ,3165,-2.16,104706,336826173,141854774610,44819834
052900,KX하이텍,KOSDAQ,1339,8.07,6947629,9569656055,93035369648,69481232
036560,KZ정밀,KOSDAQ,14380,-0.69,25935,372308810,226485000000,15750000
061970,LB세미콘,KOSDAQ,5620,2.55,1227183,6944790085,326426493720,58083006
309960,LB인베스트먼트,KOSDAQ,6100,1.84,289194,1778946550,141625157900,23217239
093050,LF,KOSPI,24700,-1.4,36468,901396550,722228000000,29240000
003550,LG,KOSPI,103000,0.68,422602,43583525350,15884823255000,154221585
034220,LG디스플레이,KOSPI,12760,3.66,8280227,105731877320,6380000000000,500000000
051900,LG생활건강,KOSPI,267500,-4.29,108692,29390511500,4093407782500,15302459
