종목코드,종목명,시장,현재가,등락률,거래량,거래대금,시가총액,상장주식수
060310,3S,KOSDAQ,1552,-10.75,2391625,3780982661,82347630080,53059040
095570,AJ네트웍스,KOSPI,4610,-0.54,192635,875265560,208615218990,45252759
006840,AK홀딩스,KOSPI,7550,-0.26,29156,214853780,100019085550,13247561
054620,APS,KOSDAQ,4980,-2.92,108767,540585205,91603220580,18394221
079810,APS이노베이션,KOSDAQ,4605,-1.71,245325,1130682721,99136872870,21528094
265520,AP시스템,KOSDAQ,25050,-3.09,85142,2110542475,377023066050,15050821
211270,AP위성,KOSDAQ,16160,-4.94,337846,5429125600,243730032640,15082304
027410,BGF,KOSPI,4565,0.55,173415,782047792,436947150915,95716791
282330,BGF리테일,KOSPI,123700,-2.14,35795,4421881700,2138019172200,17283906
126600,BGF에코머티리얼즈,KOSDAQ,3580,-1.78,241069,862653974,224705498420,62766899
138930,BNK금융지주,KOSPI,17110,-0.18,1031636,17453998345,5309695534630,310327033
001460,BYC,KOSPI,39900,-0.5,5683,221622950,249221385000,6246150
001465,BYC우,KOSPI,28250,-2.92,418,11788250,60846262500,2153850
083790,CG인바이츠,KOSDAQ,1115,-3.13,110686,122759071,85737012930,76894182
001040,CJ,KOSPI,164600,-2.78,159907,26623834000,4802533870800,29176998
079160,CJ CGV,KOSPI,4560,-0.22,467514,2120476073,755055675600,165582385
035760,CJ ENM,KOSDAQ,39250,-2.48,229785,8977460200,860719294500,21929154
311690,CJ 바이오사이언스,KOSDAQ,5630,0.36,22331,123274290,73558551060,13065462
00104K,CJ4우(전환),KOSPI,149900,-1.06,4880,724684400,633554148800,4226512
000120,CJ대한통운,KOSPI,85500,-0.35,87116,7384594750,1950455412000,22812344
011150,CJ씨푸드,KOSPI,2245,0.0,123217,273744651,80664585385,35930773
011155,CJ씨푸드1우,KOSPI,12910,-0.62,291,3718010,2582000000,200000
001045,CJ우,KOSPI,80600,-1.47,3665,292115550,182173973800,2260223
097950,CJ제일제당,KOSPI,204000,-1.21,60473,12226149250,3071053944000,15054186
097955,CJ제일제당 우,KOSPI,126700,-1.86,11827,1499527000,168185761100,1327433
051500,CJ프레시웨이,KOSDAQ,23000,-1.29,30756,696339700,273046478000,11871586
058820,CMG제약,KOSDAQ,1276,-1.85,909364,1150252739,188646625508,147842183
056730,CNT85,KOSDAQ,2040,-2.16,13145,25883112,30237363480,14822237
000480,CR홀딩스,KOSPI,4765,-0.42,30941,147625359,223433184850,46890490
065770,CS,KOSDAQ,2165,-9.03,679531,1467855369,21012548225,9705565
083660,CSA 코스믹,KOSDAQ,276,-1.43,552963,148625604,17340930684,62829459
000590,CS홀딩스,KOSPI,76900,-0.26,367,28139700,88779665800,1154482
012030,DB,KOSPI,2220,-5.53,2794750,6146133241,446606131260,201173933
477760,DB금융스팩12호,KOSDAQ,2035,0.25,112227,228139740,11884400000,5840000
005830,DB손해보험,KOSPI,141100,-2.35,411643,57661177600,9242099243900,65500349
016610,DB증권,KOSPI,11120,-3.05,132975,1470585320,472003845680,42446389
000990,DB하이텍,KOSPI,194300,-3.81,574706,111145453800,8452941448400,43504588
099520,DGI,KOSDAQ,1284,0.0,0,0,58141862016,45281824
000300,DH오토넥스,KOSPI,4200,0.0,0,0,174035631000,41437055
290120,DH오토리드,KOSDAQ,2940,2.62,63881,182818233,46523292060,15824249
025440,DH오토웨어,KOSDAQ,782,0.13,101300,78726302,38146917168,48781224
001530,DI동일,KOSPI,24800,-1.98,67211,1668414050,513747400800,20715621
015590,DKME,KOSPI,2345,-6.01,457929,1068578727,125214342260,53396308
000210,DL,KOSPI,54800,-2.49,91766,4966436450,1148382443200,20955884
000215,DL우,KOSPI,24150,-2.23,4088,98326275,40719677250,1686115
375500,DL이앤씨,KOSPI,76500,-2.42,540514,40530829550,2960062159500,38693623
37550L,DL이앤씨2우(전환),KOSPI,47000,-2.08,7408,342027250,99261697000,2111951
37550K,DL이앤씨우,KOSPI,24900,-0.4,13380,325081325,52635736500,2113885
068790,DMS,KOSDAQ,6590,-4.35,137070,901417470,148737776160,22570224
007340,DN오토모티브,KOSPI,44000,-3.19,202686,8960708575,2574478060000,58510865
004840,DRB동일,KOSPI,4785,-0.21,23908,110464265,92218261740,19272364
241520,DSC인베스트먼트,KOSDAQ,12890,-3.3,590471,7647910350,342874000000,26600000
155660,DSR,KOSPI,4205,-0.24,21504,89693745,67280000000,16000000
069730,DSR제강,KOSPI,5230,-1.32,34961,181285025,75312000000,14400000
017860,DS단석,KOSPI,18990,3.54,168238,3193702140,337246049610,17759139
180400,DXVX,KOSDAQ,3115,-1.58,106656,330041092,306607680680,98429432
092780,DYP,KOSPI,5170,1.97,72280,362588855,68080938200,13168460
017940,E1,KOSPI,87300,0.46,13760,1193333650,598878000000,6860000
418620,E8,KOSDAQ,1319,-2.22,233162,296280812,26182779163,19850477
245620,EDGC,KOSDAQ,415,0.0,0,0,57474989665,138493951
037370,EG,KOSDAQ,4390,0.0,27723,122083749,37863627080,8624972
365550,ESR켄달스퀘어리츠,KOSPI,4035,-2.3,297320,1190918395,992969115000,246089000
050120,ES큐브,KOSDAQ,2900,1.22,20706,57674010,39335849400,13564086
383220,F&F,KOSPI,73200,-1.61,82530,6006082750,2804077890000,38307075
007700,F&F홀딩스,KOSPI,17820,0.79,10774,187258010,697018019940,39114367
214270,FSN,KOSDAQ,1352,-1.6,124475,166963463,61184198920,45254585
032620,GC메디아이,KOSDAQ,3475,-1.14,233033,789998356,181385058025,52197139
130500,GH신소재,KOSDAQ,2265,-1.52,38039,85631892,32944542780,14545052
114090,GKL,KOSPI,10620,-2.48,616487,6520503060,656907215400,61855670
900290,GRT,KOSDAQ,3435,-1.86,354535,1212769309,280983000000,81800000
078930,GS,KOSPI,74100,-0.94,246173,17994399900,6885029509800,92915378
083450,GST,KOSDAQ,54900,-8.8,535189,29504004350,1011807000000,18430000
006360,GS건설,KOSPI,28800,-2.7,1282787,36410883925,2464746912000,85581490
001250,GS글로벌,KOSPI,3440,-0.72,1182738,4021061328,283916148160,82533764
007070,GS리테일,KOSPI,25350,-6.11,188950,4760194950,2119447970250,83607415
078935,GS우,KOSPI,55600,-1.59,10674,594673750,99236325600,1784826
499790,GS피앤엘,KOSPI,44900,3.34,115703,5140231775,890404760900,19830841
297890,HB솔루션,KOSDAQ,2095,-3.68,489960,1026128070,153230214830,73140914
440290,HB인베스트먼트,KOSDAQ,1899,-1.61,148335,280058876,52234710570,27506430
078150,HB테크놀러지,KOSDAQ,3415,-7.2,4582780,15742314620,316624853140,92715916
225530,HC보광산업,KOSDAQ,2655,-2.39,100965,264606275,96479320185,36338727
060560,HC홈센타,KOSDAQ,2435,-1.02,99315,235286280,61819782435,25388001
012630,HDC,KOSPI,22000,-0.23,111398,2449043200,1314317862000,59741721
039570,HDC랩스,KOSPI,7940,1.93,35272,273394840,206103351940,25957601
089470,HDC현대EP,KOSPI,4245,-1.05,213562,892070153,135415500000,31900000
267270,HD건설기계,KOSPI,155200,-3.54,470824,71852262150,7437478414400,47921897
009540,HD한국조선해양,KOSPI,415000,-5.79,332083,139410568250,29370843140000,70773116
267250,HD현대,KOSPI,275500,-3.5,208284,57466367750,21762594917500,78993085
443060,HD현대마린솔루션,KOSPI,226000,-6.22,328371,75414208000,10132361960000,44833460
071970,HD현대마린엔진,KOSPI,73200,-4.69,322586,23432946050,2483053434000,33921495
322000,HD현대에너지솔루션,KOSPI,179500,-4.37,265204,47708332100,2010400000000,11200000
267260,HD현대일렉트릭,KOSPI,1047000,-4.3,283478,296123592660,37741350345000,36047135
329180,HD현대중공업,KOSPI,704000,-5.38,493828,351035993000,73892702400000,104961225
376270,HEM파마,KOSDAQ,50600,-5.6,37474,1907630425,364481262200,7203187
097230,HJ중공업,KOSPI,20750,-4.16,844777,17577597100,1873628388000,90295344
195940,HK이노엔,KOSDAQ,45200,-1.53,210050,9404530625,1280511073200,28329891
014790,HL D&I,KOSPI,2995,5.64,200262,570414615,113386509995,37858601
028300,HLB,KOSDAQ,50500,-0.98,507850,25681849975,6726510261500,133198223
003580,HLB글로벌,KOSPI,1764,0.0,170036,293755961,89370422820,50663505
278650,HLB바이오스텝,KOSDAQ,3660,-1.48,64504,234566040,63802569360,17432396
067630,HLB생명과학,KOSDAQ,3370,-0.3,256358,849203085,410860485460,121917058
024850,HLB이노베이션,KOSDAQ,16360,-4.5,323760,5342406900,519487979840,31753544
187420,HLB제넥스,KOSDAQ,2200,-3.3,190481,419566490,71619429200,32554286
047920,HLB제약,KOSDAQ,12430,-1.66,97317,1199219000,407695995080,32799356
115450,HLB테라퓨틱스,KOSDAQ,2785,-2.45,441101,1224872725,246695603565,88580109
046210,HLB파나진,KOSDAQ,1554,-1.4,115230,178538580,70750449840,45527960
196300,HLB펩,KOSDAQ,5830,0.17,16224,93483390,54664639370,9376439
204320,HL만도,KOSPI,61700,-0.64,759930,47211637250,2897254304000,46957120
060980,HL홀딩스,KOSPI,44750,0.34,26096,1149689900,406278403250,9078847
011200,HMM,KOSPI,19610,-0.66,1849835,36200250485,18496896591700,943237970
403870,HPSP,KOSDAQ,50900,-7.79,2666411,135800489000,4189070000000,82300000
036640,HRS,KOSDAQ,4895,-0.51,48274,234786375,80056746000,16354800
035000,HS애드,KOSPI,7230,0.42,30708,219232175,117181266120,16207644
002460,HS화성,KOSPI,11230,-2.43,14340,160124830,113984500000,10150000
487570,HS효성,KOSPI,54900,-0.72,16684,901995100,204553392300,3725927
298050,HS효성첨단소재,KOSPI,209500,-3.23,21908,4558372500,938549106000,4479948
467930,IBKS제23호스팩,KOSDAQ,2105,0.0,1550,3256450,8904150000,4230000
469480,IBKS제24호스팩,KOSDAQ,2470,2.92,45509,109578965,10448100000,4230000
0099X0,IBKS제25호스팩,KOSDAQ,2130,0.0,3879,8224055,12737400000,5980000
015360,INVENI,KOSPI,15480,-0.64,49459,761704990,421830000000,27250000
294870,IPARK현대산업개발,KOSPI,20600,-1.2,148385,3025964450,1357690998000,65907330
095340,ISC,KOSDAQ,213000,-8.19,254625,54289723000,4514973354000,21197058
175330,JB금융지주,KOSPI,24100,-1.03,555293,13401268375,4536911374400,188253584
204210,JK리버스톤리츠,KOSPI,2035,0.0,0,0,15927568525,7826815
950170,JTC,KOSDAQ,4880,-1.11,71844,351677440,252522178240,51746348
234080,JW생명과학,KOSPI,11560,-0.09,44459,509038095,183047444240,15834554
067290,JW신약,KOSDAQ,1515,-2.38,176768,265027689,84896211045,56037103
001060,JW중외제약,KOSPI,28450,-2.74,63953,1815342675,662484708500,23285930
001067,JW중외제약2우B,KOSPI,50100,-0.4,9,451200,10519647300,209973
001065,JW중외제약우,KOSPI,25500,3.45,559,13648450,8719750500,341951
096760,JW홀딩스,KOSPI,3790,-0.39,99146,371520500,280175530180,73924942
035900,JYP Ent.,KOSDAQ,57800,-1.03,194402,11126489900,2053778037600,35532492
318000,KBG,KOSDAQ,3795,-1.17,62503,234656845,33169146285,8740223
008970,KBI동양철관,KOSPI,1495,-0.93,986666,1456822353,155131525965,103766907
024840,KBI메탈,KOSDAQ,5940,-1.82,3452291,19950151880,238958210700,40228655
105560,KB금융,KOSPI,149700,-2.67,1497632,224056268925,55815713113500,372850455
415640,KB발해인프라,KOSPI,9970,-1.58,82022,818827835,1221779113560,122545548
432320,KB스타리츠,KOSPI,1480,-4.82,1478887,2176302946,223131141800,150764285
024120,KB오토시스,KOSDAQ,3550,0.28,29855,105311755,40825000000,11500000
464680,KB제27호스팩,KOSDAQ,2105,0.0,339211,714073955,27165025000,12905000
478390,KB제29호스팩,KOSDAQ,2075,0.48,8060,16644000,12906500000,6220000
486630,KB제30호스팩,KOSDAQ,2050,0.49,4205,8636160,10885500000,5310000
492220,KB제31호스팩,KOSDAQ,2040,0.25,57757,117559050,12668400000,6210000
0037T0,KB제32호스팩,KOSDAQ,2005,0.25,3644,7315050,12691650000,6330000
0072Z0,KB제33호스팩,KOSDAQ,2000,0.3,10593,21183918,15770000000,7885000
002380,KCC,KOSPI,550000,-3.0,39687,21489520500,4726092800000,8592896
021320,KCC건설,KOSDAQ,5500,-2.83,143117,761424065,117700000000,21400000
344820,KCC글라스,KOSPI,25100,-2.33,34335,864967075,400859851200,15970512
009070,KCTC,KOSPI,5160,2.58,347221,1757599200,154800000000,30000000
009440,KC그린홀딩스,KOSPI,756,0.0,0,0,17568790596,23239141
119650,KC코트렐,KOSPI,918,0.0,0,0,100782913662,109785309
044180,KD,KOSDAQ,205,0.0,0,0,5477148795,26717799
092220,KEC,KOSPI,5150,-1.15,1617033,8506332465,206786034200,40152628
003620,KG모빌리티,KOSPI,3425,-0.87,1139927,3875935734,693134073600,202374912
016380,KG스틸,KOSPI,6110,-5.27,693114,4262435165,611054360670,100008897
151860,KG에코솔루션,KOSDAQ,5780,-3.02,220268,1263388125,275145351560,47603002
035600,KG이니시스,KOSDAQ,10050,-0.3,134303,1335547625,276922061700,27554434
001390,KG케미칼,KOSPI,4845,-1.92,453507,2198404898,325744030350,67233030
046440,KG파이낸셜,KOSDAQ,4260,-0.23,117457,492739283,161926016520,38010802
060720,KH바텍,KOSDAQ,12230,-4.68,270934,3293917190,289575115660,23677442
001940,KISCO홀딩스,KOSPI,22500,-1.75,14575,324090625,318968550000,14176380
058400,KNN,KOSDAQ,614,2.16,996430,586360902,81311848080,132429720
025000,KPX케미칼,KOSPI,50700,0.0,9975,499226975,222000546300,4378709
092230,KPX홀딩스,KOSPI,84700,-0.35,1813,151688150,357827516200,4224646
000040,KR모터스,KOSPI,350,-0.28,133989,46716843,30231314400,86375184
044450,KSS해운,KOSPI,10150,-2.03,77634,792745405,234321682000,23085880
101000,KS인더스트리,KOSDAQ,736,4.4,1073962,808963484,29176473728,39641948
030200,KT,KOSPI,51900,-2.81,685197,35741967427,13079925451500,252021685
033780,KT&G,KOSPI,183700,2.23,262744,47801340850,19069980767200,103810456
058850,KTcs,KOSPI,2530,-0.59,147039,370656979,104753258500,41404450
058860,KTis,KOSPI,2670,-0.74,110777,295266762,92921340000,34802000
089600,KT나스미디어,KOSDAQ,10820,-1.99,49427,533303260,125167523660,11568163
418470,KT밀리의서재,KOSDAQ,10300,1.38,113309,1139641835,88227626700,8565789
043610,KT지니뮤직,KOSDAQ,1536,-3.4,126777,194291800,89265312768,58115438
122450,KX,KOSDAQ,2990,-1.81,47773,143445210,134011303660,44819834
052900,KX하이텍,KOSDAQ,1866,-5.66,4639002,8564514195,129651978912,69481232
036560,KZ정밀,KOSDAQ,12870,-1.76,24683,316270970,202702500000,15750000
061970,LB세미콘,KOSDAQ,5750,-5.74,705935,4045746835,333977284500,58083006
309960,LB인베스트먼트,KOSDAQ,4930,-0.4,62429,303075740,114460988270,23217239
093050,LF,KOSPI,22850,1.33,53321,1212223750,668134000000,29240000
003550,LG,KOSPI,115800,-2.03,521053,60264183300,17858859543000,154221585
034220,LG디스플레이,KOSPI,14420,2.05,27009496,407849629920,7210000000000,500000000
051900,LG생활건강,KOSPI,248000,-1.78,59014,14501435000,3792232976000,15291262
051905,LG생활건강우,KOSPI,102400,0.39,8701,881771950,214656921600,2096259
064400,LG씨엔에스,KOSPI,87600,-7.4,2804159,244483321200,8487209044800,96885948
373220,LG에너지솔루션,KOSPI,442000,15.25,1665103,719000600250,103428000000000,234000000
003555,LG우,KOSPI,72300,-1.63,19074,1376267350,217709687700,3011199
032640,LG유플러스,KOSPI,15070,-0.46,856955,12846933365,6396125921240,424427732
